Madson,35414
Ross,35527
Logan,35519
Bynum,35220
Cabrera,34936
Church,35146
Peralta,35349
Hudson,36598
Stokes,35660
Williams,34854
Ellison,34893
Kuo,34963
Wilson,34861
Willingham,34859
Hawpe,35375
Atkins,34827
Barmes,35216
Cabrera,34938
Nix,35196
Baker,35329
Laroche,35477
Chulk,35145
Rosario,35525
Rios,35487
Calero,34946
Capuano,34934
Aquino,34823
Villarreal,35262
Webb,34872
Hammock,35701
Kata,34996
Ayala,34831
Koronka,35031
Ledezma,35509
Lopez,35590
Paulino,35224
Victorino,35265
Matsui,35411
Contreras,35036
Guzman,35629
Alfonzo,35600
Kotchman,35016
Mcpherson,35400
Choo,35596
Dobbs,35182
Wainwright,34868
Francoeur,35307
Bonser,35734
Linden,35496
Bonderman,35388
Upton,34826
Tsao,35151
Cotts,35017
Lugo,35768
Greinke,34982
Harden,35207
Rheinecker,35769
Crosby,34994
Robles,35539
Camp,34954
Heintz,35221
Greene,34978
Molina,35452
Willis,34858
Navarro,35192
Fielder,35284
Youkilis,35460
Young,36599
Loewen,35773
Gonzalez,35033
Barfield,35213
Burke,35202
Cano,34933
Encarnacion,34896
Hardy,35206
Howard,35255
Marte,35417
Tracy,35190
Gutierrez,34967
Pie,35578
Sizemore,35038
Bautista,35374
Durbin,35130
Haren,35252
Hill,35708
Jackson,35072
Maine,35433
Ring,35494
Santana,35042
Correia,35027
Betancourt,35341
Thorman,35122
Diaz,35152
Diaz,35153
Wagner,35550
Mitre,35424
Jones,35078
Proctor,35324
Gaudin,35007
Weeks,34848
Wood,34881
Cordero,35025
Lowry,35515
Dejesus,35168
Young,35456
Gomes,35022
Matsui,35410
Costa,35014
Ramirez,35472
Bartlett,35211
Kubel,34962
Buchholz,35294
Qualls,34964
Gimenez,35705
Cedeno,35120
Harris,35699
Pinto,35709
Blanton,35310
Kelly,35566
Hart,35208
Hampson,35703
Frasor,35317
Abercrombie,34828
Aybar,34822
Snell,35111
Johnson,35086
Colon,35030
Pena,35337
Boyer,35369
Capellan,34940
Woods,34879
Cruz,36849
Mcgowan,35405
Bruney,35315
Medders,35436
Gil,34955
Hairston,35327
Ramirez,35759
Brazoban,35299
Henn,35365
Johnson,35084
Otsuka,34902
Bautista,35373
Dinardo,35155
Taveras,35140
Bean,35263
Crain,34987
Izturis,34841
Swisher,35097
Wuertz,35547
Maholm,35415
Murphy,35391
Pena,35336
Aardsma,34820
Cain,34997
Hennessey,35346
Lewis,35497
Ortmeier,34903
Hamels,35698
Sherrill,35062
Lopez,35540
Aybar,35559
Callaspo,35634
Rabelo,35758
Nippert,35197
Pena,35724
Snyder,35073
Reed,35484
Hill,35272
Martin,35736
Kazmir,34926
Wright,35463
Gathright,34927
Shoppach,35591
Johnson,35087
Scott,35101
Young,35457
Cormier,35010
Danks,35674
Thompson,35191
Jackson,35071
Carmona,34941
Francis,35308
Casilla,35617
Hernandez,35356
Petit,35725
Teahen,35154
Bush,35295
Padilla,35233
Keppinger,34999
Kensing,35004
Granderson,34975
Loe,35517
League,35482
Coffey,35020
Verlander,35217
Howell,35222
Rasner,35757
Liriano,35492
Jones,35083
Tyler,35679
Ruiz,35498
Tejeda,35169
